tweet_id,cleaned_text,airline_sentiment
568937402837786625,jetblue yes terra blue chip favorite,positive
568932998051016704,jetblue dmd confirmation code thanks help mommy daddy kid appreciate,positive
568932129872039936,jetblue airway corporation insider trading update rock hill daily,neutral
568931762518110208,jetblue thanks loose em airportsst time found think fitbit need make flex stay carrying bag,neutral
568931575980814336,jetblue dont enough hand count number time something like delayed flight guy disappointed,negative
568930822952103938,jetblue called number left message pas along message team,negative
568929935273930752,cool jetblue hgeronemus anticipate completing installation year,positive
568929608566837249,jetblue love guy sooooooo much ridiculously appreciated service,positive
568928817651167232,jetblue option luggage assistance ground hpn flight delayed hour amp sleeping kid land,negative
568927427847544833,jetblue ask slc checkinbag drop found dark blueblackish fit bit flex wouldve lost around pm mt,negative
568926268772581377,jetblue officially favorite thank wonderful service jfk,positive
568925181848227840,jetblue seriously going,negative
568924781837455360,jetblue news flight pbiboston delay wait arrive airport based reported hour delay,negative
568924327275401218,jetblue airway corporation nasdaqjblu reach new high range streetwise report,positive
568921315069042688,jetblue thanks,positive
568920810947272704,jetblue im sorry boarding chaos underway please query post scrum,negative
568920607347384321,jetblue boarding im really impressed ive learnt valuable lesson,negative
568920546043408385,jetblue question flying st time mont old sondo need bring anything birth certificatess card etc,neutral
568920244691070976,jetblue process begin,neutral
568919308006395904,jetblue yes filed claim issued credit courtesy whole thing seems exceptionally uncourteous,negative
568919118193291264,jetblue yes boarding good luck push wheel reality dare,negative
568917869762904066,jetblue tried burger good expensive lead believe food usa cheap butnot,negative
568916674168135681,jetblue im trying im tired getting grumpy,negative
568914888728449025,jetblue flight long day arrived london morning,negative
568912677994696706,jetblue deal plane ground instead diverting plane amp adding hr flight,negative
568911851674836992,jetblue look like inflatable car seat got left plane guess theyll back sometime savethoseseats,negative
568911101146091520,jetblue imma need hook tho,neutral
568910753652199424,jetblue thanks,positive
568909776635236352,jetblue california,neutral
568908255310827520,jetblue thanks day week direct flight saw went thru jfk,neutral
568907615809503233,jetblue hawaii deal u,neutral
568906811308257280,jetblue thank,neutral
568906503358259200,jetblue jan thats summer,negative
568905816973172736,jetblue yall got price low,neutral
568905143883849728,jetblue looking forward finally take,positive
568904934495629312,jetblue flight wasnt pm already delayed,negative
568904127834558464,jetblue must always delay late flight night orlando flight,negative
568900016636452864,jetblue second incident lost baggage sent dm thought,negative
568899893206450176,jetblue maybe announce delay dont sit plane runway hour taking,negative
568898792247992320,jetblue please come indianapolis,positive
568897720410374145,jetblue flight bos tampa takeoff min late flight,negative
568897013997289472,jetblue release november flight flight booking problem,neutral
568896227917451264,jetblue ah grasshopper twitterz kung fu good hire geek,negative
568895587900207104,jetblue discontinue nonstop service sjc bos cant find anywhere,negative
568894423507058688,jetblue noooo previously direct flight fllgtsfo diverted la arriving almost hr late flightr,negative
568894248457646080,well let see could pay negroni bitcoin jetblue,negative
568894231651098624,jetblue know schedule dec released,neutral
568894021688434690,jetblue direct flight bos st lucia antigua,neutral
568891974687830016,jetblue okay thanks hope flying guy soon,positive
568891233386561537,jetblue afternoon flight going bqn jfk seem find early morning flight,neutral
568889828588331009,jetblue im flying airline lga,neutral
568888413308391424,jetblue loved natural beefjerky snack,positive
568888167681695744,jetblue thanks reply flight,positive
568885004610240512,jetblue must send note good word,positive
568884379600224258,jetblue captain take lot muscle frown smile yall ready go flyin mean,neutral
568883264791785472,jetblue cant seem dm guy jdhadp,negative
568882606634369024,jetblue loving capt joe flight bos sfo fun,positive
568881791156822017,jetblue two delay little proactive communication go long way howhardcanthatreallybe,negative
568879791648088065,jetblue worst view athlete watching team front seat chase van nogearnotraining,negative
568877772828880896,jetblue fabulous pleased,positive
568876769455054849,jetblue ill take round trip ticket closest warmest place please negativedegrees buffalo snowwillnevermelt,neutral
568876711300997121,jetblue know,neutral
568875992128729088,jetblue hanneslohmann cool,neutral
568875212202078208,jetblue u real mvp,positive
568872365146251264,jetblue worry time flew terminal taking thanks,positive
568871330495406080,jetblue messaged thanks,positive
568870342443184128,jetblue compensated delay cancelled flightlation,neutral
568864286266814465,jetblue thank,positive
568862787193081856,jetblue dang pandora look like may get pushed back likely,neutral
568862241497305088,jetblue poor storm customer service hr takeoff delay waiting snack cart rude steward name love guy trueblue,negative
568862134966345729,jetblue saving sanity leaving behind sunshine escape fl bliss travel indenial whatfrozenpipes,neutral
568861835568369664,jetblue departure people delayed get compensate time,negative
568861309384728577,jetblue one im trying make probably late flight see email could call pittsburgh international,negative
568861149053231104,jetblue flight id love redeem point theyre little year old historical limit,neutral
568861022343307264,jetblue worst customer service airline company dontflythem,negative
568860520796725248,jetblue whats random delay flight chance false alarm,negative
568858899438178305,jetblue lost day airport trip compensated inconvenience,negative
568857976733376512,jetblue thanks reminder older flight id taken easy access add point new jb account awesome service,positive
568855090930429952,jetblue switch seat trip sunday,neutral
568854763057475584,jetblue americanair ah ha misread end date thanks clarifying,positive
568853588858023936,jetblue reason delay,negative
568853321659736064,jetblue add aa loyalty number jetblue reservation,neutral
568851381769134080,jetblue ill see board soon,positive
568850938796118016,jetblue flt delayed,neutral
568850770331721728,jetblue afterall indeed lovesongfriday cheesy sweresomuchfun brandloveaffair,neutral
568849719625158657,jetblue heading buffalo trading cold boston colder buffalo maybe caribbean next time,positive
568848952768000000,jetblue wsj team offering inflight access journal content,neutral
568846033997803520,jetblue course u know would like lay bedofroses long theyre mint colored brandmance,positive
568845545986400256,jetblue ur asking heavy gun know iwoulddoanythingforlove brandmance lovesongfriday,neutral
568843464361713664,jetblue well mine sure arent anything write home,neutral
568843160224452608,smart make angry mt jetblue weve partnered wsj bring free digital access onboard,positive
568842695864504320,jetblue ooh good one speaking miamore know iadore loving lovesongfriday,positive
568841355226517504,jetblue well im sure im bold lol saying didnt believe p,neutral
568840506148573186,jetblue love song lt thanks jetblue,positive
568839596261249024,jetblue let say idontwannalivewithoutyourlove itwasminttobe bestinclasssocial thankyou travel business,neutral
568839278681174016,jetblue wsj team offer inflight access journal digital journal,neutral
568837638611992576,jetblue would nice see service triflight instead drive hr like charlotte atlanta,neutral
568837619372593153,jetblue currently dancing terminal love stevie,positive
568836750598123521,jetblue thank jetblue jetgreen jetred blue favorite color jet blue make better,positive
568836365309190145,jetblue already ticket shes totally beach right flightlanding sunscreen feelsgood,neutral
568835573982633984,jetblue please start offering route triflight location,neutral
568834558268973056,chair selfie jetblue stacycrossb phlairport saharasams everyone look flawless proud phl crew blueheros,positive
568834182694240256,jetblue wsj jetblue treated right disabledtraveler thanks hassle flight jamaica,positive
568833490818453504,jetblues ceo battle appease passenger wall street waterbury republican american,negative
568829891220803584,jetblue im looking every day watching deal specific date fare finder doesnt help,neutral
568828957002493953,jetblue flight booked heading california wikipearl team natprodexpo march cant wait expowest,positive
568827568973066240,jetblue totally would outside view even camera ready haha evenmorespace evenmoreview,positive
568827397103099904,jetblue dont really know mean isnt best firsttimeflyingwamo old experience likelihood addtl delay nt,negative
568826055324098562,jetblue sent curious see kind comp get,positive
568825255604699136,jetblue cant wait hear back regarding internship opportunity,positive
568824366928039936,jetblue dont fly nashville,neutral
568823603627565056,jetblue jetblue flt fll sfo tke hr late flight div phx amp got hr late flight done,negative
568823136600371200,jetblue si month old nephew last night flight mega delayed evening starting w delay,negative
568821070767255552,jetblue challenge accepted first crew member send pic chair get free ticket visit u wager isitsummeryet,neutral
568819697438871553,jetblue whats good address send feedback email,neutral
568818695562260481,jetblue thanks credit hr delay tell customer service mean lot thankful,positive
568818669024907264,jetblue going bdl dca flight yesterday today every single one getting delayed,negative
568816016622354432,jetblue said let cross finger happens departing,neutral
568815117120319488,jetblues ceo battle appease passenger wall street lake wylie pilot,neutral
568812654346653697,jetblue ok cool need listen dre snoop en route la would shame,neutral
568811069575204864,jetblue basically stole glass cant drive see class theyre answering phone call thanksjetblue,negative
568810170383536128,jetblue thank always amazing customer service bring disney princess half marathon,positive
568809510644527104,jetblue weve delayed almost hr take jetblue ive good luck today really frustrating,negative
568809330151022592,jetblues ceo battle appease passenger wall street waterbury republican american,neutral
568808746689933312,jetblue trivia contest win flight question rt follow amp ill send answer enter via wsjplus,neutral
568808318560550912,jetblue definitely thanks,positive
568807823187976193,jetblue im makingloveoutofnothingatall brandloveaffair lax,positive
568807083270762497,jetblue something theyre telling u,negative
568806985505726464,jetblue thats weve told however would work youre going overseas bottom line passenger feel there,neutral
568806899275018241,jetblue weve runway hour water pressure low taxiing back maintenance,negative
568806618097455104,jetblue thanks head hour delay sarcasm patienceiswearingthin woof,negative
568805624164851712,jetblue hi wanted see new route planned year newark love flying guy hope,positive
568804502645706752,jetblue sign trueblue twice happens everyone around,negative
568804416662454272,jetblue mechanical failure isnt boston fault,negative
568801701378928641,jetblue oh totally look par americanairs admiral club way slide u couple pass,positive
568801400815292416,jetblue boston,negative
568800846789545984,jetblue thanks bae,neutral
568800822693380096,jetblue im going miss hugely important meeting constant delay itscostingmeincome,negative
568799543698935808,jetblue gr mint crew flight lax theyre mintalicious truebluelove shelleyandmarcrock travel air,positive
568799486392143872,jetblue thanks offering service guy,positive
568798862086836225,jetblue flight delayed gtgtgt,negative
568798853656223745,jetblue say im lostinlove wour brandmance wemosaictogether mint love,positive
568798264943902720,jetblue nervous sunday flight baltimore boston suggestion need boston monday,neutral
568798045799784448,jetblue guy rock,positive
568797557914148865,would great never thought id sort whod really make flying experience bearable jetblue,positive
568797120410619904,jetblue sorry report stuck tarmac held notwheelsup,negative
568796340714639360,jetblue thanks gent phone fixed bosmco flight fee waiver flyfi forget name,positive
568796240319639552,jetblue airway hit new week high jblu sleekmoney,neutral
568796018348724226,bit steamed conjunction wmy new hour wait first sat bought bit tea ive settled jetblue,negative
568794248654426112,thanks hope dont look like complainer ive written good experience wyou past making terminal jetblue,positive
568789117426921472,jetblue wed love help shanese bryantmelton hardworking grandmother dc go miami bucket list flyitforward,neutral
568787185341751296,jetblue signed trueblue booked flight keep getting error try link tb account whats deal,neutral
568786394656722944,jetblue success good work jetblue team,positive
568785867743105024,jetblue hope plane appear leaving nearby terminal gate,neutral
568785094430883840,jetblue great flight great view,positive
568784868257214464,jetblue beautiful ride thanks,positive
568782407698149376,jetblue perfect probably need coffee stay awake night,positive
568781359331844096,jetblue appreciate youve done end make right still unhappy initial incident calling,negative
568781140217049088,jetblues ceo battle appease passenger wall street waterbury republican american,neutral
568780552964145152,line may extra long security slow seems employee quick blame customer dont arrive hour ahead jetblue,negative
568779615323299840,better holdon everythingsgonnabealright jetblue brandloveaffair truebluelove travel business,positive
568778730186928128,jetblue error message paper ticket cannot serviced online please see jetblue crewmember assistance,negative
568778553933889536,jetblue food place open jfk,neutral
568778374451220480,jetblue ccndjp send screen shot system error email address provided,negative
568775130505207809,jetblue inconvenience understatement like torture clearly going wrong path jetblue,negative
568774914452418561,jetblue dont cling safety card safety really issue flight would landed immediately,negative
568773939754889216,jetblue catch name sure jason know,neutral
568769775515635712,jetblue waited line time told crewmember there update hrdelay disappointed,negative
568768028831289344,jetblue phone agent cant see flight see online cant change ticket even paying frustrating jetblue,negative
568766741746225152,jetblue flight forced return ny malfunction land countless air strip surrounding chi,negative
568766295761682432,jetblue haha need apologize ill flight booking problem sooner late flightr love jetblue,positive
568763889506082816,jetblue oh disney bound workhard playsoon,neutral
568762267493249024,jetblues ceo battle appease passenger wall street thevdt,neutral
568761693997674496,jetblue denverboston flight bostondenver flight plane visible snack crumb seat upon boarding,negative
568760613792579584,jetblue felt bit like adding insult injury since well terminal seven hour next flight,negative
568760299978948608,jetblue guy get rid hip hop station sirius xm,neutral
568760283864416257,jetblue knew hour sounded odd missed flight hit jfk hour early gate attendant told u,negative
568760152129720320,jetblue well time going happen safety come look like ill look another flight sttimeflyer,negative
568758241745719297,jetblue airway continue various commercial relationship lufthansa capaaviation,neutral
568757775205056512,jetblue u said min take told hr delay amp possible cancelled flightlation u plan rectify frustrated,negative
568754053083222016,jetblue cant wait ill one cant contain,positive
568752951164063745,jetblue hope wanted early flight avoid airport chaos late flight,negative
568752793999286273,jetblue big thanks ricardo olavarria reagan airport fixed ticket made sure made friend wedding greatservice,positive
568752061682208768,jetblue really thats good hear thanks update wall may make business meeting,positive
568751647809273856,jetblue spent winter nny mom jetblue take home fl via bos mon miss hubby kitty warm countingdown,neutral
568749392083206144,jetblue hey chance update flight hartford dc,neutral
568746335446441984,jetblue update anything know issue front wheel locked,negative
568745705864626176,jetblue flight dca delay im erring side safety inconvenience people connecting flight,negative
568743141861228544,jetblue dc thinking summer new nantucket service broadway world,neutral
568737248931397632,jetblue time brandmance go upwherewebelong,neutral
568735841771597825,jetblue wsj team offer inflight access journal broadway world,neutral
568735475847950336,jetblue pdx jfk suuuuper hot,positive
568727789311889409,jetblues ceo pilot among ardent fan wall street poughkeepsie journal,neutral
568724024362037248,jetblue june yet,neutral
568712938019639296,jetblue airway hit new month high jblu wkrb news,neutral
568711179318779904,jetblue eta flight orlando morning,neutral
568706272788262912,jetblue using jfksea summer first flight ever mint seattle core config,neutral
568703064691113984,jetblue much trip warm island samchampion,neutral
568682740020690945,jetblue dc thinking summer new nantucket service marketwatch,neutral
568679098920206337,jetblue ok thing happen frustrated change schedule see tomorrow new rescheduled flight,negative
568677157569826816,jetblue sjc jfk departing pm tonight change whole schedule get sort refund,negative
568676137699651584,jetblue airline better system inform client flight cancelled flightled last min schedule,negative
568672781979619328,jetblue havana cuba share love photography leave picture behind well deliver muchneeded item flyingitforward,neutral
568670498646700032,jetblue slowest boarding process ive ever experienced rude customer service agent,negative
568668179158806529,jetblue need get act together phx,negative
568662554047696896,jetblue cflanagian shes something,neutral
568660340910592000,jetblue wsj team offer inflight access journal nassau news live,neutral
568652268305666048,jetblue love bae jetbae,positive
568649338005487618,jetblue probably anymore,neutral
568649053711380480,jetblue look forward getting resolved touch,neutral
568648777315147777,jetblue yes best case scenario get gear late flight friday early saturday camp start tomorrow toolittletoolate flight,negative
568647808619659264,jetblue ca weekend attend training camp thanks sending gear fl look like trip waste nothappy,negative
568645379031347200,jetblue yup said would flight change fee plane minute apparently,neutral
568644388001337344,jetblue portland maine,neutral
568643357108531200,jetblue making stay jfk late flightr let rebook without making pay,negative
568642357379399681,jetblue definitely,positive
568642209823612929,jetblue stranded passenger arent helped get another flight,negative
568641342869544960,jetblue dont remember date monday night back nyc heartbroken,positive
568640650129731585,jetblue ugh always know way heart,positive
568637437812944896,jetblue wsj team offer inflight access journal digital journal,neutral
568636973964898305,jetblue cancelled flight flight last minute,negative
568636474637357056,jetblue im sitting plane many predictable mechanical problem still onboard getting bad,negative
568636400419151873,jetblue thanks help,neutral
568635298759860226,jetblue flight jfk pr got door open frigid temperature icyflight,negative
568634780264374272,jetblue poorservice poorcommunication waitingsince bag frm flight jetblue,negative
568634515884789761,jetblue bag hv posted board flight carsl switched carsl comedic watching passenger run frm othr,negative
568633738567012352,jetblue one man baggage office say dunno help,negative
568633534627381248,jetblue luggage flight waiting hour bag jetblue poorservice,negative
568633098474299392,jetblue going arrived pm one bag unloaded flight,negative
568632724078125056,jetblue service baggage jfk incomprehensible employee know luggage frm flight lax nyc hr wait,negative
568632557836865536,jetblue thank guy brilliant customer service,positive
568631249989988354,jetblue yes course left airport kept looking claim still open,negative
568631243228762112,jetblue stewardess cant work wo galley light back nyc change light fromthefrontseat jetblueblues anku yaffasolin,negative
568631189856264192,jetblue great thank let hope could please notify flight leaf jfk thank,positive
568630308284850176,jetblue flyingitforward pereira colombia help kid cartago street deliver lot clothes picked donate,neutral
568629820306952192,jetblue great get buffalo able leave get jfk there issue still buffalo airport,positive
568628159618424833,jetblue sorry misunderstanding term exactly mean,neutral
568626612314308608,jetblue every channel abcnetwork kgonzales supposed watch scandal free flyfi sweet,negative
568626423273017344,jetblue left apt hr ago go boston sjc im still nyc please bring back nonstop flight jetblueblues,negative
568625613797511169,jetblue going flight buffalo jfk figured anything temperature tower yet,negative
568625258351063040,jetblue never received credit inoperable tv sfo gt jfk flight week ago never got email,negative
568623875468226560,jetblue far less painful coming avis,positive
568621210986090497,jetblue thanks ill like get new tail njb njb boston red sox livery share talk send weekend,neutral
568620542682468352,jetblue look capture uvf,neutral
568620103895367680,jetblue im ready see njb n njb island weekend capture,neutral
568619425886121985,jetblue flight attendant angel awesome kudos,positive
568617016917168128,jetblue washington dc,neutral
568616851531378688,jetblue thank loyalmosaicmember,positive
568616034384498688,jetblue pilot stated year flying never experienced anything like gettingoffplane,negative
568615445596471296,jetblue get plane wait another hour someone buffaloairport read temp tired,negative
568614009584291840,jetblue flight jfk buf,neutral
568612181480243200,jetblue thank much,positive
568611819864117248,jetblue awww thank b glad hear made day amp one last question idea tail operating flt maro,positive
568611474416906240,jetblue appreciate quick response one go outside check temp leave buf currentlysittingontarmac,negative
568611024837849088,jetblue min tell u cant check temperature least hour back gate wait mosiacfail,negative
568608189089869825,jetblue sky flight bos sfo awesome crew helene rock,positive
568606685230555136,jetblue time reevaluate nyc carrier,negative
568604366690627584,jetblue bringing guitar bring carry,neutral
568604311598469121,jetblue whats going flight many free trip get epic inconvenience anku,negative
568603024320434176,jetblue departure time keep getting late flightr ill lucky im home,negative
568602933035601921,jetblue love jet blue,positive
568602701623218177,jetblue come youre responding everyone else wtf,negative
568602614839033856,jetblue anything found cleaning plane dc would baggage office even something small,neutral
568602597197623298,jetblue bring dog board,neutral
568602015456215040,ninadavuluri think treat onboard enjoy flight,positive
568601554275721216,jetblue ninadavuluri cool,positive
568601459983400960,jetblue maybe ill go cleveland instead,neutral
568601051584196608,jetblue yes always treat fly guy,positive
568600552814174208,jetblue thank really would preferred jet blue guy best seat business,positive
568599227342852096,jetblue hi im trying find flight middle east,neutral
568591345801158656,jetblue lopezlaymari patronizing response legitimate issue,negative
568589571929350144,jetblue yep hour logan gangway broke cabin crew stuck plane arrived passenger request butt massage,negative
568589127290998784,jetblue love flight there always delay unfortunately,negative
568588936852799488,jetblue yes thankfully catering got loading frustrated supposed,positive
568588896218587137,jetblue butt hurt,negative
568588797182648320,jetblue thats told half hour ago,negative
568587875702476800,jetblue hanging almost hour,negative
568587429830983680,jetblue took forever catering get flight delayed ticked right,negative
568586894776406017,jetblue absurd waited min flight attendant assigned flight late flight dont others,negative
568583737417605122,jetblue safety first lovejetblue,positive
568583414519083010,jetblue delayed flight bummer,negative
568579899243380736,jetblue austin saw water bottle amp snack desk waiting passenger im flight booking problem next flight,positive
568574897988874240,jetblue theyre busy awesome trying get u asap ill deal,positive
568574059652489217,jetblue well way half tv channel static,negative
568571758627790849,jetblue idea novemberdecember travel open,neutral
568569739225604096,jetblue airway corporation nasdaqjblu update jetblue say lufthansa market bureau,neutral
568569662717313024,jetblue thanks much relaxing flight,positive
568568690381168640,jetblue alright,neutral
568567970450055170,jetblue airbusintheus landing arubaairport february avgeek warmweather,neutral
568566512308523008,jetblue happening flight fll sfo delay reroute,negative
568562657265131520,jetblue shut turn tvsmusic,negative
568561938457690112,jetblue dc thinking summer new nantucket service syscon medium pr,neutral
568561033641480192,jetblue excellent guy best,positive
568560914779078656,jetblue although wasnt totally answer looking appreciate prompt response,positive
568560786756366336,jetblue guess ill wait another hr hope rate go amp reasonable finger crossed cutting close travel date,neutral
568560685568937985,jetblue discount volunteer firefighter,neutral
568559580717805568,jetblue well fly huntsville al id take either nashville birmingham,neutral
568558979841810432,jetblue confirming rate wont go look like cant fly jetblue time around cant afford price,negative
568558887290441728,jetblue trying take stuff seat front bugging throughout flight didnt feel safe,negative
568558562810544129,jetblue oh yes hope expand airport soon fly see family year,positive
568558484653883392,jetblue member since looking travel next week couldnt book right away due snow im bos,negative
568556148368019456,jetblue thanks jb,positive
568554719934844928,jetblue thank love anxious flyer,positive
568554542897307648,jetblue exact flight love jetblue really want fly yall thats little pricey basic mint bos sfo,positive
568554411078889473,jetblue dont want seem crazy already asked twice,negative
568554107952177152,jetblue flight want book one day went purchase next day amp price doubled inquiring chance may go,neutral
568552775325364224,jetblue sent email hour ago asking question still response need answer hopefully flight booking problem flight,negative
568552263641210881,jetblue said delayed due mechanical issue im looking something little specific,negative
568551504505802752,jetblue im get plane think deserve know mechanical issue flight delayed,negative
568551350025330691,jetblue give update flight mcogtjfk theyre saying mechanical issue disclose,negative
568548980122103808,jetblue walked gate ask desk gate,negative
568548307200393217,jetblue flight orlandoridiculous wait high school band board notbabysitters whrsthecoach,negative
568547839636332544,jetblue offer hot tea coffeeat gate guy make wonder ever flown airline,positive
568547201208565760,jetblue awesome thanks,positive
568546837231042560,jetblue dc thinking summer new nantucket service digital journal,neutral
568545534056787968,jetblue service agent mco great enough working right,negative
568545438976102400,jetblue keep going back forth able board great agent savannah,positive
568544491596083200,jetblue get semantics mean within extent period still technically dictionary,negative
568544467944407040,jetblue giving false hope ever getting home,negative
568542819788451841,jetblue st flight morning flying toddler plane heated comfortable temp boarding start itscold,neutral
568542766860541952,jetblue thatd nice hoping rack enough mile take trip seattle enjoy perfect latte city coffee,positive
568542018760286209,jetblue want enter family pooling contest say website please enter still,neutral
568541219711819776,jetblue vega san francisco baltimore san diego philadelphia far im frequent business traveler,positive
568540097639030784,jetblue course supposed say logan login,neutral
568540063216197632,jetblue reimbursed everyone flight portion ticket still love jetblue best american airline,positive
568539689176530944,jetblue tsa jetblue never disappoints,positive
568538242380742656,rtjetblue peach oh unfortunately code must entered time purchase order qualify point,neutral
568537606503280640,jetblue quick question pay second bag online airport,neutral
568535586325303296,jetblue cool announce flight delay everyone checking hour delay bdldca staff offering help,negative
568535405361913857,jetblue hi claim point flower order purchased totally forgot put promo code,neutral
568535276546449409,jetblue whats hold flight boarding shouldve taken place minute ago,negative
568533876873633793,jetblue yes slc,neutral
568533099908182016,jetblue waiting half hr package whats wrong guy,negative
568531409209421826,jetblue long ago trip taken place still get credit didnt apply trueblue booked,neutral
568531076915662848,jetblue thanks help jetbluesofly,positive
568530694353190912,jetblue able access using drop instead clicking tab,neutral
568529886920335360,jetblue trueblue page work chrome safari keep getting blank page lick trueblue tab site,negative
568528982439669761,jetblue ahoy loyal allyoucanjetpass holder anticipate direct u flight havana cuba jetblue vacation,positive
568528082841112576,jetblue point offering flight next day expect pay hotel cancelled flightled,negative
568527922576777216,jetblue excited first flight w today delayed though give flight number boston dc,neutral
568527764812374016,jetblue mosiac,neutral
568526521910079488,jetblue probably find ticket,negative
568525820764897280,jetblue offered flight paid changed itthis nd time done ruin cruise plan,negative
568524724256444416,jetblue okie doke knowing fix,positive
568523834980057088,jetblue check awesome bag flight carry decision,neutral
568521960088449025,jetblue cant dont acces phone rn iphone broke would rather change late flightr,neutral
568521376245501956,jetblue cant flight need late flightr one need change flight guy changed cant time,negative
568510973469855745,jetblue wish would make austin tx hub missing airline biz travel since moved bos,positive
568509669758660608,jetblue sent,neutral
568509433229099009,jetblue little vino wouldnt hurt,neutral
568509343047352322,jetblue airway receives new coverage analyst bank america jblu legacy,neutral
568509302505377792,jetblue crisis averted flight bos fll boarding let hope new pilot arent clarence oveur roger murdock,positive
568503966687993856,jetblue bag missing landed hour ago help,negative
568502766747971585,jetblue thanks julian login getting onto earlier flight back dca,positive
568502279193681921,jetblue apparently substitute pilot flight bos fll cant found info avail counter,negative
568502226597101568,jetblue landed mco still dont bag supposed give disney magical express ami livid,negative
568501539167473664,jetblues ceo battle appease passenger wall street waterbury republican american,neutral
568501157452230656,fault jetblue social medium awesome people know everyone working hard get u way,positive
568499629043687426,jetblue requested here selfie somewhere rockys milehighselfieclub,neutral
568498446216400896,jetblue short stop jfk iad,neutral
568498114300153856,jetblue flight ha one employee said reassigned another said left want warm weather,negative
568495595440234496,jetblue seems friend speak highly well need find decent priced way go yvr sea overnight,positive
568492016587436033,jetblue aircanada take fraud seriously,neutral
568491668858662914,jetblue want add flight mexico air canada exact situation none problem ive jet blue,negative
568491434397073408,jetblue mean take time write physical letter fraud department doesnt email telephone right,negative
568490310524936192,jetblue capital one explained false fraud alert jet blue representative issue new tkt wasnt resolved,negative
568490190194515970,jetblue thanks,positive
568489782298476544,jetblue en route airport rebooked ticket refunded,positive
568489700232695808,jetblue nhlbruins repping bruin cleveland rock n roll hof amp christmas story house jetbluebruins,neutral
568489124098924546,jetblue didnt work called jet blue mexico address fraud alert capital one line rebooked,negative
568488247514554369,jetblue actually said fraud issue never resolved issue new ticket phone,negative
568487688510287873,jetblue called jet blue get explanation make sure would happen future told write fraud dept,negative
568487677114363904,jetblue made safe sound thank safe travel,positive
568487439062441984,jetblue arrived airport told ticket refunded name fraud alert,negative
568487293100691457,jetblue card company explained issue phone mexico purchased new ticket phone,neutral
568487040234459138,jetblue jet blue cancelled flighted ticket amp never reissued,negative
568486660410908674,jetblue credit card company accidentally marked jet blue ticket fraud corrected mistake reposted money,neutral
568485564112117760,jetblue screwed last time southwestair glad give business jetscrew awfulcustomerservice,negative
568484039499378690,jetblue alternative absolutely respect loyal customer year im done,negative
568483098310152193,jetblue thought waiver change fee travel boston weekend,neutral
568482785389899776,jetblue pooling gifting completely different shouldnt charged send point disgusting,negative
568480654347935745,jetblue would charge money transfer point someone,negative
568475439460515840,jetblue flight attendant wendi flt newark orlando,positive
568475010798637056,jetblue doesnt help fly specific day,negative
568474960097878016,jetblue noting perfectly fine attitude dealing flyer stubborn demanding unwilling accommodate,negative
568474423742738432,jetblue there many choice yall south border know every airline equal lowest price best value,positive
568474096058507264,jetblue looking arrange nice flight sea laish comparing cost something direct yvr,neutral
568473686178717696,jetblue sent suggestion comment via link provided,neutral
568473361388572672,jetblue sharing public fly time year sitting tarmac fll staff worst ever met,negative
568472330097332225,jetblue love,positive
568470507433168896,jetblue ever consider coming memphis need trueblue service fare badly,neutral
568467286333513728,jetblue whats w flt brother fianc sitting board min w tech issue,negative
568464487931613185,jetblue flying soon nyc airline airline ive flown youre still,positive
568460351873937408,jetblue giving u free movie apparently dunkin donut coffee safety hazard thingsyoucantmakeup switchsbux,negative
568456085536935936,jetblue long someone remembers put plane right really lame excusegeez jetblue much better coffeeneeded,negative
568454161962049536,jetblue else could possibly take place coffee hourhope pilot wasnt relying aircraft caffeine needcoffee,negative
568451040397422593,jetblue whats lack coffee flight told someone forgot load coffee onto plane ineedcoffee,negative
568450407204139008,jetblue utah think thanks,positive
568448110256640000,jetblue thank,positive
568448023845572608,jetblue yes princess trying get glassslipperchallenge wdw,neutral
568444650903748609,jetblue never delayed tpa bdl better safe sorry lovejetblue onlyblue jetblueforever,positive
568444359391252480,jetblue dont get wrong love flying tv free bag descent fare recent plane problem annoying,negative
568443892569235457,jetblue great flight crew flight bos mco,positive
568442989258911745,jetblue appreciate flew january check engine light came right take computer,negative
568442965661761536,jetblue thats love jetblue truebluememberlife,positive
568442328794464256,jetblue awesome thanks ill give call late flightr today appreciate help,positive
568442077400436736,jetblue traveling w rifle hunting trip pistol large rifle case wasnt clear freq asked question,neutral
568441576206286848,jetblue thanks th bday saturday aviation themed surprise party,positive
568440681531875328,jetblue hey guy flight booking problem system ran first middle name together time flight booking problem going tsanightmare,negative
568440372206182400,jetblue cancelled flightled flight amp given week apply travel bank credit another flight amp credit transferable,negative
568440180769746946,jetblue thanks sent dm,neutral
568439661590396928,jetblue travel bank credit issued company fraud acquired credit family friend charles kravitz see account,negative
568438528666959872,talked jetblue manager offered pay x cash originally paid nothanks jetblue ripoff flyunited,negative
568438162369822720,jetblue zkatcher omg bored amp read convo seems like jetblue point,negative
568437285605257216,jetblue cancelled flightling ticket best friend going vacation never told u jetblue fixthis ripoff zkatcher bretharold,negative
568437189694111744,jetblue apparently pilot made announcement engine trouble losing fuel quickly,negative
568436943131951104,jetblue grandma ellas th would love birthday greeting flight crew stewardess eastern airline,neutral
568436613384155136,jetblue trying charge u dollar cash ticket paid month advance isthisreal nevertoldus jetblue neveragain,negative
568435926503976960,jetblue please get service started triflight offer good route lile florida upstate ny vega etc,negative
